order,id,date,time,title,url,visitCount,typedCount,transition
30,258,11/21/2024,12:56:57,New Samsung Galaxy A15 4G/5G 128GB/256GB D/S Unlocked all Colours with NFC | eBay,https://www.ebay.com/itm/196313123270?_skw=phone&itmmeta=01JD799XG9E1ATX4GJ7WKB71CJ&hash=item2db52c89c6%3Ag%3AjvIAAOSwv1tmoLs2&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKkpB8cihcixMP9g%2BXD4oJikO0Db0cdRQtEtKUXrvC%2B6WNlQtybtZrXwZ%2Fj7A29FTeaDEZ9u7hNWVHuRnyovUWpGcrVktM13Tg7KBtpOsv3Q0Q2ma9Pj7RIevCOHiIfsN8zUIY6pvWLOI8jkOMvs3pPHzaNY%2BbHiPgJlApGoQgzW2Z9KwSxuXaTGDsXChJBajy1PH7CMSPTJi8%2BM36F2kkuB2HryMLOR00G%2FwH4Zk4F6v2crzeVnitZVDwcw4gmDNZwBwgyi7xNgSuwQNsVppt%2BL%7Ctkp%3ABk9SR6LYp-npZA&var=496141915770,1,0,link
31,257,11/21/2024,12:56:57,Neu Samsung Galaxy S23+ Plus 5G SM-S916U 256GB Ohne Vertrag Black (Schwarz) | eBay,https://www.ebay.com/itm/267064187284?_skw=phone&itmmeta=01JD799XG81JB34M5RAEYV41TB&hash=item3e2e441994:g:k6IAAOSwvgZnNg40&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKlZtbveEyivSZ8LJsmtqPAB0VVF1Xf21qOo9EJVoyOyxbf--6zKfnMzHp5%2FwGpkwDTRgkAc8q67%2BFf8ZQXj2KIi%2FVR%2Bp0kjEnD8gA1L7qM5Hsts9KcYHWGwkgBh2ijRueXuigXpyjHLCLrJMmO1vqMKm%2FOWn6vbNXf3GnpqFPLMr1TV7olMd2X4OBia4VJStPkGQYCixGB57Zt1M31gODNVNLQNgrm49INmHDIghTJNlQ%3D%3D%7Ctkp%3ABk9SR6LYp-npZA,1,0,link
32,256,11/21/2024,12:56:55,Samsung Galaxy S21 5G SM-G991U1 128GB 256GB Unlocked Good Refurbished | eBay,https://www.ebay.com/itm/204733115528?_skw=phone&epid=28043687656&itmmeta=01JD799XG8TCFS4YV0YTW9DP49&hash=item2fab0b6c88%3Ag%3A8fUAAOSwKQFi5E5W&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKl6c%2FKhG4YL2f%2FMN5Uxqf4Rqz%2B5tO%2BfxeOO5%2FpXQJLOU7hNcoBMet3lWBis2mhDUNf45ABPGnDA6HEueaz9kn1%2FBXiDSJ7QkM1UpWneyGYG9msjYxIabdkIO6JYgC76XtcCbuMjZIJCYLMgzVLvRVxGhEMrMpTuBZjN9lDrxkKrNLl2A760hBPe8Nq4MGH5IIX41idBZVxDqwF4huQyGKzQQ46DdsP3e18hHtDw7LVRRg%3D%3D%7Ctkp%3ABk9SR6DYp-npZA&var=505360779265,1,0,link
33,255,11/21/2024,12:56:55,UMIDIGI BISON 2/2 Pro 128GB 256GB 6.5 Zoll Smartphone Android Handy Ohne Vertrag | eBay,https://www.ebay.com/itm/315588525200?_skw=phone&itmmeta=01JD799XG8X2S8C4KY5SKWWTSA&hash=item497a8abc90%3Ag%3Ai1EAAOSwb0xi8ik8&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKlEGrLucXGU2uyJe3DGzZTH0snvTRCH7vE3bZfZblr3weCjRcZFFu6A%2BzJ%2BRKmoPOpah2K3FYGf97N5QC%2BSmbUiDuggKuyXcdUH98psgXfzVmSLxxvwTq%2BAC1gdQGV9GYOXQ2TQxnhXjDd6p5e9JKdo9a6SD44hEgncs3d6WxXnojn%2BGKhLUqpBS6Ze3lsyjWBi%2F2gObj4s1tfKZlt%2BJIVYExCfQYM2gWyQVrYOwVgf5ex9KGteyL2dbq8gZQVKUdUL7siC3cxxQVijzhkzWqgQ%7Ctkp%3ABFBMntin6elk&var=614034537641,1,0,link
34,254,11/21/2024,12:56:54,"Global 6.8"" S24 Ultra 5G Smartphone Dual SIM Android Unlocked Mobile Phone 64GB | eBay",https://www.ebay.com/itm/405338619725?_skw=phone&itmmeta=01JD799XG8K3P6HGNTWYE7JCQR&hash=item5e60107f4d%3Ag%3A-0QAAOSwWhlnLrov&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKlvEnWqgSv%2B57kgsTBCMiLjGP0HKA%2BM57YRgoHtD1YFN9RIOiPQVm63V6PpDNBeyL3Ngz8IsFUJSGW41bjbwcPyHlhiVyDjMQfdPVVsMUGKq6L%2FIkqBCZBJW7CjPX4nbYyCSzIKEsQXpz8P8Urgn9MdJS9FE5O6fIy%2FGBRBkZQsSPMXQDWaGUEbR8bgpvsORE00YtcGErZ4MfgJqujOZeZ%2FH%2F2F2ph%2Bv4SZYwYwoR1LNnnGFfKntKJE1KB7oOrhsoQedKLIbeIxxu7bCpNupG2A%7Ctkp%3ABk9SR57Yp-npZA&var=675542046848,1,0,link
35,253,11/21/2024,12:56:53,BlackBerry Leap - 16GB - Schwarz (Ohne Simlock) Smartphone 802975059607 | eBay,https://www.ebay.com/itm/167079988249?_skw=phone&epid=210598898&itmmeta=01JD799XG7EKX7P1J0ZJ0DT9A7&hash=item26e6be4c19:g:I48AAOSwduVnMTQS&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKkT8qwA52m%2FMBLn0ykS%2Fh0kVME3xvgQMUyzUt2meY0h8TxDq5QAUrBsdus%2FDBShEh1oui9hZtchlKL5ZXO3TegqrdNPQbuc6hYWWkVoA%2BVTSpMb9DSX2SuvAElJUKamIXsixQu5EETMtfaogRVq%2BTBpm7QDeIse8OmfX%2BrnfjAqXCwnoXWMaf1R5UlCDe%2FV%2FgpoU%2B8Pr6AnSPS54tZEkNIQM1WTs%2B24NhuV4i6YSx68RR3H7xmGvmjP3sCBmncbcIWfqQpmsFkwmEmBFtd%2F%2B%2FJC%7Ctkp%3ABk9SR57Yp-npZA,1,0,link
36,252,11/21/2024,12:56:52,Unlocked Android 13 Mobile Smart Phone Dual SIM 4G 128GB 8GB Ram Reno P80 pro | eBay,https://www.ebay.com/itm/326231913882?_skw=phone&itmmeta=01JD799XG7Q5MENVXMADX3ANRK&hash=item4bf4eff59a%3Ag%3AEsIAAOSwmW9nPwQq&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKnB0ktAC3r%2F9ST8hZehm14VwBSQDevpa7WdPlsSNdQ8VcEt%2Fcko11cbLoOVRZuoB9xHEy0Zx%2BOMsoSLj3eQ5RFr%2FFksZWRA7PLhe33i3hq2wpO01xyqwo%2FTitmLZhfIeGewbnU6THQcKEiOqttuYAOZiHG3m3qAbqmtpiMy0XXv%2F9qJOix8ShgQfqJr8uc95w74sPAxmCnG1aSzjPOT7iUCerBZYFxF9Wp86cL3A2%2FcdHmP5WElMQqlkKnY02nQ6PVr530n49AEDRFyD3jxnJwR%7Ctkp%3ABFBMnNin6elk&var=515470305845,1,0,link
37,251,11/21/2024,12:56:51,"S24 Ultra 5G Smartphone 7.3"" Factory Unlocked Android Cellphones Dual SIM 2+16G | eBay",https://www.ebay.com/itm/326312125947?_skw=phone&itmmeta=01JD799XG73X7XH3422FHH6H84&hash=item4bf9b7e5fb%3Ag%3A9p8AAOSwrV1ml5Gy&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKlSY6LXf2AnI7r%2Fao%2FJnZqpdjd3P4rZM4sElA7PVHufIXOrO9o9kAEdofRcdz8GZuQ1ahb%2B1xsZ8hUbDBX3hZlenpCiAEe0Bre8aA7im1s5wC0QtxabMmwvGdB1kELSkf4JvFjg79swTTErzDoySvlmFGVcGP2V5gQyw%2FvGPkiZKA9yZwnZLph2SVTCiaDsDMvKaLutLJQgk8oef3eKwMlBAAvTi8%2BP%2BPzyDaBeqT%2FhTg%3D%3D%7Ctkp%3ABk9SR5zYp-npZA&var=515439401077,1,0,link
38,250,11/21/2024,12:56:51,"Google Pixel 7a 5G 128GB 8GB Android 13 Smartphone 6,1 Zoll GA03694 BURN IN! | eBay",https://www.ebay.com/itm/285991118676?_skw=phone&epid=5060354967&itmmeta=01JD799XG741GZX9JWANM0Y8ZH&hash=item4296662754:g:0uEAAOSwb6NmrL9V&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKl%2Bx7qiwWXh5I6YvUxngkepmBXiMe8eYpSOhLrkZeJY6AbIIBlp86DHoFaYOmaNSSBwG9p2TwWCkDyvFoxJoM%2BY3sfFUDn%2Bhrh%2FkUsnia3PVwuTzj9gSImlNPI5zYA%2BhA8hy7byKd5iiHecRcbJQWmoIWMx%2BRHTE%2BcFW4nMtINm9%2FPqfOB%2F9vISCBBPeqGtKr0rRnh8MoJ4Trpo33hvA333uzAJPbX%2BF3DUiDJGcYFZtB74ZnqQLGM7MbEl5VONdTlnXBjtCw1fuL4KHhUNoozL%7Ctkp%3ABk9SR5rYp-npZA,1,0,link
39,249,11/21/2024,12:56:50,New 2024 S23 Ultra Unlocked 5G Cellphone 7.3in 8GB+256GB Dual Sim Unlocked Phone | eBay,https://www.ebay.com/itm/126736031445?_skw=phone&itmmeta=01JD799XG74W0JYT02DEP54X56&hash=item1d820e5ed5%3Ag%3AyC4AAOSwcEtmIkHV&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKkJjsibbhjHCy9cB6v38oZyJXDSdfhGC55u%2B2z10EM6hNds3MMe%2FP%2B20WsNvcd%2BDjWSjFUzTvzNVMno9IGifh%2FKVd06lBqQ%2BWyRDwabegQCIJTmTHVurX9J6%2B1kT4yR651fr6QJnuqzJzs6888hgAjjmYgiY2bMp6zEzmJD1WZUnu3dHMR8ukONVMaH0zMeFruuHtuQtkTPAzkOpzsFOc7gdK2XH67xIVK7ZebSPX%2FX3kAvPfb7lKisuBH0sUu53Zva2oXnj4HSWPiBnMnubOF8%7Ctkp%3ABk9SR5rYp-npZA&var=427793885239,1,0,link
40,248,11/21/2024,12:56:49,BLACKVIEW A80 Mobile Phone UNLOCKED 6.2” 2GB RAM 16GB 13MP 4200mAh ANDROID BLUE | eBay,https://www.ebay.com/itm/356055667287?_skw=phone&itmmeta=01JD799XG7YDNBEKKA0NE3PPXY&hash=item52e6925257:g:1bUAAOSw87Vm6XDv&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKndSW74TJ2reZUyWh6dI3BxYtbzDRYSIp9OG%2ByFVg6pPpViTH7%2FxKyYcADOFU7qSxeYMGG4ghYl7hPIRsREgQhfIZXmtC4TOE9XExeNjmobxMzYv%2FVcViEa8r%2Bch607a0Osjsnb4CSzZLJb31BdBl562HCgIyRutdBnCTGnQx%2BiNosqMfxU8iiwUeYWAaq9WoQLHDXIIwy1N1dXsW%2B61dLWU5VNa7KcsL57uXWEc58OgL%2FspSKGl61S%2F3OkJIlWIj%2FfJWPcDA3i6w1mnJnAY%2BAF%7Ctkp%3ABFBMmtin6elk,1,0,link
41,247,11/21/2024,12:56:49,"STK X3 Smart Phone 64GB Android Unlocked Dual Sim Green, Grade A+ | eBay",https://www.ebay.com/itm/176441499093?_skw=phone&itmmeta=01JD799XG7HDTGM4Q0EQ6QDF5Y&hash=item2914bb9dd5:g:9iwAAOSwgjNnOw1p&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKnjyxQNS7y0R4WgKVcw4NU3JdFn57Uq2eV85BL9KWPt%2FvZ7jc8jsiacEFllt03fV4QCn8WfvOwyPIjPBkql%2B2RYqAHn2DSt6BHdC0JL37%2F3Y4jjyFja%2BULPJbysAFJQCVTKWWz5LwaF93DIhsk2Wnl9iIDIL5TV21lDwyU3h3hxs9WAFJ91Tpr%2FijLJzvB3QSxSBePoa8gvH8xyB7FvgpYnP6OpHd6fsHt%2B7meVfxixaD2nybnHUPuOoXaSBg95fOvckshkb1NwYupNeR54kDLa%7Ctkp%3ABFBMmtin6elk,1,0,link
42,246,11/21/2024,12:56:48,"NEW Unlocked 7.3"" S24 Ultra 5G Smartphone Android 13 Dual SIM Mobile Cell Phones | eBay",https://www.ebay.com/itm/335641597594?_skw=phone&itmmeta=01JD799XG774F8YBV10PHRACNQ&hash=item4e25cc569a%3Ag%3ACZUAAOSwg11ml27p&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKlLYkDQBlInvdbGstIyC8kdoz%2FeZn6eyu1nHHTOlAonYajRw67fFB5lpSGzPIwGVZMdcggjvrNmJZS1iCnh2qze313z8EDp3NYXqFuI1LlTozaA2C4sYlFt3z%2F%2BozgQyUNjrQDnTTQheu70WioglSe768UUFNeYVtlbsGMA5w8B93wJ7nK1wg4FZln4IJRJzS852OTQCK229Woda4swe9WdVbeHaXZ0zXTveDVvlD6kvQBnyPXP4lJpWr5C2W%2FrCU5fr2nrT41v%2FlJStkbcQm5r%7Ctkp%3ABFBMmtin6elk&var=545160946474,1,0,link
43,245,11/21/2024,12:56:47,"UMIDIGI Power 7 Smartphone 4GB+128GB 6,7 Zoll Octa Core Ohne Vertrag Handy | eBay",https://www.ebay.com/itm/315796853036?_skw=phone&itmmeta=01JD799XG7KVPYN65NEVK9MJ83&hash=item4986f5912c%3Ag%3AoDYAAOSw0Wpm-Q4R&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKn4xwH7SQ6lM6Y3ysoT5XlkMWZWBl4jzjt%2FaQUNNmlRC26%2FBH1JFfkB%2FYiz88qvi7RK9PtZEtaq5qGJFhVTOQ0bpPOZoI1RwqwK3qdN0wReerYLALJvMEh%2FlFEhnzjwrIxB%2B%2FrNPM5PRkkdbPEZLvS9pcwtApB%2FGzkP%2Fd%2BKC4lbxNygr29YhFo2xno4qoLPqZakzPCGZM9vpdCUyFmRH%2FSO4ITFXYLZsOCaPl1Qajg0agsGRaqNutNLXgiwe6hCelOc2uF34B45P8pum8pXpIig%7Ctkp%3ABFBMmtin6elk&var=614244227392,1,0,link
44,244,11/21/2024,12:56:45,Phone for sale | eBay,https://www.ebay.com/sch/i.html?_from=R40&_trksid=p2499334.m570.l1313&_nkw=phone&_sacat=0,1,0,form_submit
45,16,11/21/2024,12:56:40,Electronics products for sale | eBay,https://www.ebay.com/b/Electronics/bn_7000259124,3,0,link
46,239,11/21/2024,12:56:33,"Sneakers, Jordan, str. 44 - dba.dk - Køb og Salg af Nyt og Brugt",https://www.dba.dk/sneakers-jordan-str-44/id-1118864526/,1,0,reload
47,243,11/21/2024,12:56:23,KÆMPE RØVERHANDEL. Fantasti... - dba.dk - Køb og Salg af Nyt og Brugt,https://www.dba.dk/kaempe-roeverhandel-fantasti/id-1117939494/,1,0,link
48,242,11/21/2024,12:56:22,"Herresko, Christian loboutin, - dba.dk - Køb og Salg af Nyt og Brugt",https://www.dba.dk/herresko-christian-loboutin/id-1118218227/,1,0,link
49,241,11/21/2024,12:56:22,"Bluse, Stone Island , str. XS - dba.dk - Køb og Salg af Nyt og Brugt",https://www.dba.dk/bluse-stone-island-str-xs/id-1118046964/,1,0,link
50,240,11/21/2024,12:56:22,"Jakke, str. findes i flere str., - dba.dk - Køb og Salg af Nyt og Brugt",https://www.dba.dk/jakke-str-findes-i-flere/id-1117944277/,1,0,link
51,239,11/21/2024,12:56:19,"Sneakers, Jordan, str. 44 - dba.dk - Køb og Salg af Nyt og Brugt",https://www.dba.dk/sneakers-jordan-str-44/id-1118864526/,1,0,link
52,238,11/21/2024,12:56:17,Find Nike på DBA - køb og salg af nyt og brugt,https://www.dba.dk/soeg/?soeg=nike,1,0,link
53,237,11/21/2024,12:56:14,"Sneakers, Nike Jordan 4, str. 40 - dba.dk - Køb og Salg af Nyt og Brugt",https://www.dba.dk/sneakers-nike-jordan-4-str/id-1118609262/,1,0,link
54,236,11/21/2024,12:56:14,"Sneakers, Nike Air Jordan, str. 38 - dba.dk - Køb og Salg af Nyt og Brugt",https://www.dba.dk/sneakers-nike-air-jordan/id-1118611633/,1,0,link
55,235,11/21/2024,12:56:14,"Sneakers, Jordan, str. 46 - dba.dk - Køb og Salg af Nyt og Brugt",https://www.dba.dk/sneakers-jordan-str-46/id-1118751723/,1,0,link
56,234,11/21/2024,12:56:13,"Sneakers, Nike Air Jordan 4 Retro - dba.dk - Køb og Salg af Nyt og Brugt",https://www.dba.dk/sneakers-nike-air-jordan-4/id-1118375897/,1,0,link
57,233,11/21/2024,12:56:12,"Sneakers, 1:1, str. 45 - dba.dk - Køb og Salg af Nyt og Brugt",https://www.dba.dk/sneakers-11-str-45/id-1117925454/,1,0,link
58,232,11/21/2024,12:56:11,"Sneakers, Jordan 4 Black Canvas, - dba.dk - Køb og Salg af Nyt og Brugt",https://www.dba.dk/sneakers-jordan-4-black/id-1118196261/,1,0,link
59,231,11/21/2024,12:56:11,"Sneakers, Air Jordan, str. 41 - dba.dk - Køb og Salg af Nyt og Brugt",https://www.dba.dk/sneakers-air-jordan-str/id-1118053270/,1,0,link
60,230,11/21/2024,12:56:10,"Jordan 4,5,11 og 12 - dba.dk - Køb og Salg af Nyt og Brugt",https://www.dba.dk/jordan-4511-og-12/id-1118266831/,1,0,link
61,229,11/21/2024,12:56:07,"Sneakers, Jordan, str. 41 - dba.dk - Køb og Salg af Nyt og Brugt",https://www.dba.dk/sneakers-jordan-str-41/id-1118886372/,1,0,link
62,228,11/21/2024,12:56:05,Find Jordan på DBA - køb og salg af nyt og brugt,https://www.dba.dk/soeg/?soeg=jordan,1,0,link
63,227,11/21/2024,12:56:02,"Sneakers, str. 38, Nike - dba.dk - Køb og Salg af Nyt og Brugt",https://www.dba.dk/sneakers-str-38-nike-hvid/id-1112699033/,1,0,link
64,226,11/21/2024,12:56:01,"Sneakers, str. 38, Puma - dba.dk - Køb og Salg af Nyt og Brugt",https://www.dba.dk/sneakers-str-38-puma/id-1116869567/,1,0,link
65,225,11/21/2024,12:55:59,"Sneakers, str. 38, TAMARIS - dba.dk - Køb og Salg af Nyt og Brugt",https://www.dba.dk/sneakers-str-38-tamaris/id-1118946170/,1,0,link
66,224,11/21/2024,12:55:56,"Sneakers, str. 40, Ecco - dba.dk - Køb og Salg af Nyt og Brugt",https://www.dba.dk/sneakers-str-40-ecco-graa/id-1104196150/,1,0,link
67,223,11/21/2024,12:55:50,Find Sneakers på DBA - køb og salg af nyt og brugt,https://www.dba.dk/soeg/?soeg=sneakers,1,0,link
68,222,11/21/2024,12:55:48,Find Snekers på DBA - køb og salg af nyt og brugt,https://www.dba.dk/soeg/?soeg=snekers,1,0,link
69,221,11/21/2024,12:55:45,"Fritidssko, str. 39, Ecco - dba.dk - Køb og Salg af Nyt og Brugt",https://www.dba.dk/fritidssko-str-39-ecco/id-1111172312/,1,0,link
70,220,11/21/2024,12:55:44,"Fritidssko, str. 39, Lysegrøn - dba.dk - Køb og Salg af Nyt og Brugt",https://www.dba.dk/fritidssko-str-39/id-1100947483/,1,0,link
71,219,11/21/2024,12:55:44,"Fritidssko, str. 39, Grå - dba.dk - Køb og Salg af Nyt og Brugt",https://www.dba.dk/fritidssko-str-39-graa/id-1116067883/,1,0,link
72,218,11/21/2024,12:55:44,"Fritidssko, str. 39, Skechers - dba.dk - Køb og Salg af Nyt og Brugt",https://www.dba.dk/fritidssko-str-39-skechers/id-1118494925/,1,0,link
73,217,11/21/2024,12:55:41,Et par Ecco dame sko - dba.dk - Køb og Salg af Nyt og Brugt,https://www.dba.dk/et-par-ecco-dame-sko/id-510007350/,1,0,link
74,216,11/21/2024,12:55:38,Find Sko på DBA - køb og salg af nyt og brugt,https://www.dba.dk/soeg/?soeg=sko,1,0,link
75,215,11/21/2024,12:55:36,"MacBook Air, M2 2022, 8 GB ram - dba.dk - Køb og Salg af Nyt og Brugt",https://www.dba.dk/macbook-air-m2-2022-8-gb/id-1117413152/,1,0,link
76,214,11/21/2024,12:55:36,"Studio Display, Mac mini, K... - dba.dk - Køb og Salg af Nyt og Brugt",https://www.dba.dk/studio-display-mac-mini-k/id-1117840198/,1,0,link
77,213,11/21/2024,12:55:35,"MacBook Pro, 14” M3 Pro, 18 GB ram - dba.dk - Køb og Salg af Nyt og Brugt",https://www.dba.dk/macbook-pro-14-m3-pro-18-gb/id-1117689924/,1,0,link
78,212,11/21/2024,12:55:35,"Mac mini, M1 2020, M1 GHz,... - dba.dk - Køb og Salg af Nyt og Brugt",https://www.dba.dk/mac-mini-m1-2020-m1-ghz/id-510989297/,1,0,link
79,211,11/21/2024,12:55:33,"Mac mini, 32 GB ram, 3.0 GHz - dba.dk - Køb og Salg af Nyt og Brugt",https://www.dba.dk/mac-mini-32-gb-ram-30-ghz/id-1117262492/,1,0,link
80,210,11/21/2024,12:55:31,"Apple iMac 21"" fra 2017 med... - dba.dk - Køb og Salg af Nyt og Brugt",https://www.dba.dk/apple-imac-21-fra-2017-med/id-511212569/,1,0,link
81,209,11/21/2024,12:55:28,Find Mac på DBA - køb og salg af nyt og brugt,https://www.dba.dk/soeg/?soeg=mac,1,0,link
82,206,11/21/2024,12:55:26,Lenovo Thinkpad E550 ( Ny Ssd / Nye - dba.dk - Køb og Salg af Nyt og Brugt,https://www.dba.dk/lenovo-thinkpad-e550-ny-ssd/id-1118124767/,2,0,link
83,208,11/21/2024,12:55:25,"Lenovo Thinkpad T590 15,6” FHD IPS - dba.dk - Køb og Salg af Nyt og Brugt",https://www.dba.dk/lenovo-thinkpad-t590-156-fhd/id-1118945673/,1,0,link
84,207,11/21/2024,12:55:25,"Lenovo W530, 2.40 GHz, 24 GB ram - dba.dk - Køb og Salg af Nyt og Brugt",https://www.dba.dk/lenovo-w530-240-ghz-24-gb/id-1104507548/,1,0,link
85,206,11/21/2024,12:55:24,Lenovo Thinkpad E550 ( Ny Ssd / Nye - dba.dk - Køb og Salg af Nyt og Brugt,https://www.dba.dk/lenovo-thinkpad-e550-ny-ssd/id-1118124767/,2,0,link
86,205,11/21/2024,12:55:24,"Lenovo ThinkPad T480s, 8 GB GB ram, - dba.dk - Køb og Salg af Nyt og Brugt",https://www.dba.dk/lenovo-thinkpad-t480s-8-gb-gb/id-1118751562/,1,0,link
87,204,11/21/2024,12:55:22,"Lenovo Ideapad S340-14API, AMD - dba.dk - Køb og Salg af Nyt og Brugt",https://www.dba.dk/lenovo-ideapad-s340-14api-amd/id-1109666208/,1,0,link
88,203,11/21/2024,12:55:20,"Medion 17.3"" Akoya , Intel Celeron - dba.dk - Køb og Salg af Nyt og Brugt",https://www.dba.dk/medion-173-akoya-intel/id-1117972330/,1,0,link
89,202,11/21/2024,12:55:17,"Lenovo ThinkPad T14s 2.Gen, 2,40 - dba.dk - Køb og Salg af Nyt og Brugt",https://www.dba.dk/lenovo-thinkpad-t14s-2gen/id-1118517254/,1,0,link
90,201,11/21/2024,12:55:16,"Packard Bell Easynote TJ65, 2,2 - dba.dk - Køb og Salg af Nyt og Brugt",https://www.dba.dk/packard-bell-easynote-tj65/id-1118575379/,1,0,link
91,200,11/21/2024,12:55:13,"Dell 15.6 Latitude E5550, Intel - dba.dk - Køb og Salg af Nyt og Brugt",https://www.dba.dk/dell-156-latitude-e5550/id-1118936600/,1,0,link
92,199,11/21/2024,12:55:08,Find Laptop på DBA - køb og salg af nyt og brugt,https://www.dba.dk/soeg/?soeg=laptop,1,0,link
93,198,11/21/2024,12:55:04,"Tastatur, Blandet tastaturer / - dba.dk - Køb og Salg af Nyt og Brugt",https://www.dba.dk/tastatur-blandet-tastaturer/id-1118946390/,1,0,link
94,195,11/21/2024,12:55:01,Find Computer på DBA - køb og salg af nyt og brugt,https://www.dba.dk/soeg/?soeg=computer,3,0,link
95,182,11/21/2024,12:54:59,Apple iPhone 12 MINI 64GB B... - dba.dk - Køb og Salg af Nyt og Brugt,https://www.dba.dk/apple-iphone-12-mini-64gb-b/id-511087360/,2,0,link
96,195,11/21/2024,12:54:56,Find Computer på DBA - køb og salg af nyt og brugt,https://www.dba.dk/soeg/?soeg=computer,3,0,link
97,197,11/21/2024,12:54:55,"Andet mærke, Perfekt - dba.dk - Køb og Salg af Nyt og Brugt",https://www.dba.dk/andet-maerke-perfekt-saelge/id-1118898262/,1,0,link
98,196,11/21/2024,12:54:54,"Andet mærke, Intel core i5-12400f - dba.dk - Køb og Salg af Nyt og Brugt",https://www.dba.dk/andet-maerke-intel-core/id-1118926083/,1,0,link
99,195,11/21/2024,12:54:49,Find Computer på DBA - køb og salg af nyt og brugt,https://www.dba.dk/soeg/?soeg=computer,3,0,link
100,194,11/21/2024,12:54:47,"iPhone 15, 128 GB, sort - dba.dk - Køb og Salg af Nyt og Brugt",https://www.dba.dk/iphone-15-128-gb-sort/id-1118656701/,1,0,link
101,193,11/21/2024,12:54:46,"iPhone 14 Pro, 128 GB, sort - dba.dk - Køb og Salg af Nyt og Brugt",https://www.dba.dk/iphone-14-pro-128-gb-sort/id-1118161256/,1,0,link
102,192,11/21/2024,12:54:45,"iPhone 15 Pro, 128 GB, grå - dba.dk - Køb og Salg af Nyt og Brugt",https://www.dba.dk/iphone-15-pro-128-gb-graa/id-1118449055/,1,0,link
103,191,11/21/2024,12:54:44,"iPhone 15 Pro Max, 256 GB, blå - dba.dk - Køb og Salg af Nyt og Brugt",https://www.dba.dk/iphone-15-pro-max-256-gb/id-1117136912/,1,0,link
104,190,11/21/2024,12:54:44,"iPhone 14 Pro, 128 GB - dba.dk - Køb og Salg af Nyt og Brugt",https://www.dba.dk/iphone-14-pro-128-gb-ipho/id-1118145448/,1,0,link
105,189,11/21/2024,12:54:42,"iPhone 13 Mini, 128 GB, pink - dba.dk - Køb og Salg af Nyt og Brugt",https://www.dba.dk/iphone-13-mini-128-gb-pink/id-1118245883/,1,0,link
106,188,11/21/2024,12:54:41,"iPhone 13, 128 GB, hvid - dba.dk - Køb og Salg af Nyt og Brugt",https://www.dba.dk/iphone-13-128-gb-hvid-go/id-1118155995/,1,0,link
107,187,11/21/2024,12:54:41,"iPhone 12 Mini, 128 GB, hvid - dba.dk - Køb og Salg af Nyt og Brugt",https://www.dba.dk/iphone-12-mini-128-gb-hvid/id-1117718152/,1,0,link
108,186,11/21/2024,12:54:39,"iPhone 13 Pro, 512 GB, grå - dba.dk - Køb og Salg af Nyt og Brugt",https://www.dba.dk/iphone-13-pro-512-gb-graa/id-1117122377/,1,0,link
109,185,11/21/2024,12:54:38,"iPhone 12 Pro, 128 GB, grå - dba.dk - Køb og Salg af Nyt og Brugt",https://www.dba.dk/iphone-12-pro-128-gb-graa/id-1117293955/,1,0,link
110,184,11/21/2024,12:54:38,"iPhone 13, 128 GB - dba.dk - Køb og Salg af Nyt og Brugt",https://www.dba.dk/iphone-13-128-gb-prisen-e/id-1118370035/,1,0,link
111,183,11/21/2024,12:54:37,"iPhone 13 Pro, 128 GB, grøn - dba.dk - Køb og Salg af Nyt og Brugt",https://www.dba.dk/iphone-13-pro-128-gb-groen/id-1118041279/,1,0,link
112,182,11/21/2024,12:54:35,Apple iPhone 12 MINI 64GB B... - dba.dk - Køb og Salg af Nyt og Brugt,https://www.dba.dk/apple-iphone-12-mini-64gb-b/id-511087360/,2,0,link
113,181,11/21/2024,12:54:31,Find Iphone på DBA - køb og salg af nyt og brugt,https://www.dba.dk/soeg/?soeg=iphone,1,0,link
114,180,11/21/2024,12:54:26,Samsung S24 Ultra 256GB - dba.dk - Køb og Salg af Nyt og Brugt,https://www.dba.dk/samsung-s24-ultra-256gb-ny/id-1117821950/,1,0,link
115,179,11/21/2024,12:54:23,"Samsung Galaxy S21 Ultra 5G, 128 , - dba.dk - Køb og Salg af Nyt og Brugt",https://www.dba.dk/samsung-galaxy-s21-ultra-5g/id-1117128309/,1,0,link
